#,Kanji,Radical,# Strokes,Grade,Meaning,Readings
2113,路 ,足 ,13,3,road ,ロ、じ
2129,和 ,口 ,8,3,peace ,ワ、（オ）、やわ-らぐ、やわ-らげる、なご-む、なご-やか
4,愛 ,心 ,13,4,love ,アイ
13,案 ,木 ,10,4,plan ,アン
15,以 ,人 ,5,4,by means of ,イ
16,衣 ,衣 ,6,4,clothes ,イ、ころも
17,位 ,人 ,7,4,rank ,イ、くらい
18,囲 ,囗 ,7,4,surround ,イ、かこ-む、かこ-う
25,胃 ,肉 ,9,4,stomach ,イ
47,印 ,卩 ,6,4,mark ,イン、しるし
70,英 ,艸 ,8,4,England ,エイ
72,栄 ,木 ,9,4,prosperity ,エイ、さか-える、は-え、は-える
100,塩 ,鹵 ,13,4,salt ,エン、しお
120,億 ,人 ,15,4,hundred million ,オク
134,加 ,力 ,5,4,add ,カ、くわ-える、くわ-わる
141,果 ,木 ,8,4,fruit ,カ、は-たす、は-てる、は-て
151,貨 ,貝 ,11,4,freight ,カ
162,課 ,言 ,15,4,section ,カ
168,芽 ,艸 ,8,4,bud ,ガ、め
178,改 ,攴 ,7,4,reformation ,カイ、あらた-める、あらた-まる
185,械 ,木 ,11,4,contraption ,カイ
199,害 ,宀 ,10,4,harm ,ガイ
202,街 ,行 ,12,4,street ,ガイ、（カイ）、まち
210,各 ,口 ,6,4,each ,カク、おのおの
218,覚 ,見 ,12,4,memorize ,カク、おぼ-える、さ-ます、さ-める
252,完 ,宀 ,7,4,perfect ,カン
254,官 ,宀 ,8,4,government official ,カン
278,管 ,竹 ,14,4,pipe ,カン、くだ
279,関 ,門 ,14,4,related ,カン、せき、かか-わる
288,観 ,見 ,18,4,observe ,カン
300,願 ,頁 ,19,4,request ,ガン、ねが-う
307,希 ,巾 ,7,4,hope ,キ
312,季 ,子 ,8,4,seasons ,キ
313,紀 ,糸 ,9,4,chronicle ,キ
325,喜 ,口 ,12,4,rejoice ,キ、よろこ-ぶ
333,旗 ,方 ,14,4,national flag ,キ、はた
334,器 ,口 ,15,4,container ,キ、うつわ
337,機 ,木 ,16,4,machine ,キ、はた
349,議 ,言 ,20,4,deliberation ,ギ
369,求 ,水 ,7,4,request ,キュウ、もと-める
371,泣 ,水 ,8,4,cry ,キュウ、な-く
376,救 ,攴 ,11,4,salvation ,キュウ、すく-う
378,給 ,糸 ,12,4,salary ,キュウ
387,挙 ,手 ,10,4,raise ,キョ、あ-げる、あ-がる
393,漁 ,水 ,14,4,fishing ,ギョ、リョウ
395,共 ,八 ,6,4,together ,キョウ、とも
401,協 ,十 ,8,4,cooperation ,キョウ
416,鏡 ,金 ,19,4,mirror ,キョウ、かがみ
417,競 ,立 ,20,4,compete ,キョウ、ケイ、きそ-う、せ-る
426,極 ,木 ,12,4,poles ,キョク、ゴク、きわ-める、きわ-まる、きわ-み
463,訓 ,言 ,10,4,instruction ,クン
466,軍 ,車 ,9,4,army ,グン
467,郡 ,邑 ,10,4,county ,グン
473,径 ,彳 ,8,4,diameter ,ケイ
476,型 ,土 ,9,4,model ,ケイ、かた
486,景 ,日 ,12,4,scenery ,ケイ
498,芸 ,艸 ,7,4,art ,ゲイ
506,欠 ,缶 ,4,4,lack ,ケツ、か-ける、か-く
510,結 ,糸 ,12,4,tie ,ケツ、むす-ぶ、ゆ-う、ゆ-わえる
519,建 ,廴 ,9,4,build ,ケン、（コン）、た-てる、た-つ
527,健 ,人 ,11,4,healthy ,ケン、すこ-やか
543,験 ,馬 ,18,4,test ,ケン、（ゲン）
561,固 ,囗 ,8,4,hard ,コ、かた-める、かた-まる、かた-い
592,功 ,力 ,5,4,achievement ,コウ、（ク）
600,好 ,女 ,6,4,like ,コウ、この-む、す-く
622,候 ,人 ,10,4,climate ,コウ、そうろう
625,航 ,舟 ,10,4,cruise ,コウ
629,康 ,广 ,11,4,health ,コウ
658,告 ,口 ,7,4,tell ,コク、つ-げる
688,差 ,工 ,10,4,distinction ,サ、さ-す
707,菜 ,艸 ,11,4,vegetable ,サイ、な
708,最 ,曰 ,12,4,most ,サイ、もっと-も
718,材 ,木 ,7,4,lumber ,ザイ
725,昨 ,日 ,9,4,previous ,サク
734,札 ,木 ,5,4,tag ,サツ、ふだ
735,刷 ,刀 ,8,4,printing ,サツ、す-る
738,殺 ,殳 ,10,4,kill ,サツ、（サイ）、（セツ）、ころ-す
739,察 ,宀 ,14,4,guess ,サツ
746,参 ,厶 ,8,4,participate ,サン、まい-る
750,産 ,生 ,11,4,give birth ,サン、う-む、う-まれる、うぶ
752,散 ,攴 ,12,4,scatter ,サン、ち-る、ち-らす、ち-らかす、ち-らかる
756,残 ,歹 ,10,4,remainder ,ザン、のこ-る、のこ-す
759,士 ,士 ,3,4,gentleman ,シ
763,氏 ,氏 ,4,4,family name ,シ、うじ
765,史 ,口 ,5,4,history ,シ
766,司 ,口 ,5,4,director ,シ
797,試 ,言 ,13,4,test ,シ、こころ-みる、ため-す
813,児 ,儿 ,7,4,child ,ジ、（ニ）
816,治 ,水 ,8,4,govern ,ジ、チ、おさ-める、おさ-まる、なお-る、なお-す
821,辞 ,辛 ,13,4,resign ,ジ、や-める
831,失 ,大 ,5,4,lose ,シツ、うしな-う
856,借 ,人 ,10,4,borrow ,シャク、か-りる
874,種 ,禾 ,14,4,kind ,シュ、たね
888,周 ,口 ,8,4,circumference ,シュウ、まわ-り
919,祝 ,示 ,9,4,celebrate ,シュク、（シュウ）、いわ-う
939,順 ,頁 ,12,4,obey ,ジュン
944,初 ,刀 ,7,4,first ,ショ、はじ-め、はじ-めて、はつ、うい、そ-める
971,松 ,木 ,8,4,pine ,ショウ、まつ
980,笑 ,竹 ,10,4,laugh ,ショウ、わら-う、え-む
981,唱 ,口 ,11,4,chant ,ショウ、とな-える
990,焼 ,火 ,12,4,bake ,ショウ、や-く、や-ける
996,象 ,豕 ,12,4,elephant ,ショウ、ゾウ
999,照 ,火 ,13,4,illuminate ,ショウ、て-る、て-らす、て-れる
1005,賞 ,貝 ,15,4,prize ,ショウ
1044,臣 ,臣 ,7,4,retainer ,シン、ジン
1049,信 ,人 ,9,4,trust ,シン
1108,成 ,戈 ,6,4,become ,セイ、（ジョウ）、な-る、な-す
1120,省 ,目 ,9,4,government ministry ,セイ、ショウ、かえり-みる、はぶ-く
1123,清 ,水 ,11,4,pure ,セイ、（ショウ）、きよ-い、きよ-まる、きよ-める
1133,静 ,靑 ,14,4,quiet ,セイ、（ジョウ）、しず、しず-か、しず-まる、しず-める
1144,席 ,巾 ,10,4,seat ,セキ
1151,積 ,禾 ,16,4,accumulate ,セキ、つ-む、つ-もる
1155,折 ,手 ,7,4,fold ,セツ、お-る、おり、お-れる
1162,節 ,竹 ,13,4,node ,セツ、（セチ）、ふし
1163,説 ,言 ,14,4,theory ,セツ、（ゼイ）、と-く
1174,浅 ,水 ,9,4,shallow ,セン、あさ-い
1181,戦 ,戈 ,13,4,war ,セン、いくさ、たたか-う
1192,選 ,辵 ,15,4,choose ,セン、えら-ぶ
1199,然 ,火 ,12,4,so ,ゼン、ネン
1220,争 ,爪 ,6,4,conflict ,ソウ、あらそ-う
1227,倉 ,人 ,10,4,warehouse ,ソウ、くら
1231,巣 ,巛 ,11,4,nest ,ソウ、す
1262,束 ,木 ,7,4,bundle ,ソク、たば
1269,側 ,人 ,11,4,side ,ソク、がわ
1275,続 ,糸 ,13,4,continue ,ゾク、つづ-く、つづ-ける
1276,卒 ,十 ,8,4,graduate ,ソツ
1280,孫 ,子 ,10,4,grandchild ,ソン、まご
1301,帯 ,巾 ,10,4,sash ,タイ、お-びる、おび
1308,隊 ,阜 ,12,4,group ,タイ
1328,達 ,辵 ,12,4,attain ,タツ
1336,単 ,口 ,9,4,simple ,タン
1364,置 ,网 ,13,4,put ,チ、お-く
1377,仲 ,人 ,6,4,relationship ,チュウ、なか
1391,貯 ,貝 ,12,4,savings ,チョ
1395,兆 ,儿 ,6,4,"portent, trillion ",チョウ、きざ-す、きざ-し
1409,腸 ,肉 ,13,4,intestines ,チョウ
1437,低 ,人 ,7,4,low ,テイ、ひく-い、ひく-める、ひく-まる
1442,底 ,广 ,8,4,bottom ,テイ、そこ
1451,停 ,人 ,11,4,halt ,テイ
1460,的 ,白 ,8,4,target ,テキ、まと
1473,典 ,八 ,8,4,code ,テン
1481,伝 ,人 ,6,4,transmit ,デン、つた-わる、つた-える、つた-う
1487,徒 ,彳 ,10,4,junior ,ト
1495,努 ,力 ,7,4,toil ,ド、つと-める
1500,灯 ,火 ,6,4,lamp ,トウ、ひ
1540,堂 ,土 ,11,4,public chamber ,ドウ
1543,働 ,人 ,13,4,work ,ドウ、はたら-く
1549,特 ,牛 ,10,4,special ,トク
1550,得 ,彳 ,11,4,acquire ,トク、え-る、う-る
1554,毒 ,毋 ,8,4,poison ,ドク
1592,熱 ,火 ,15,4,heat ,ネツ、あつ-い
1594,念 ,心 ,8,4,thought ,ネン
1619,敗 ,攴 ,11,4,failure ,ハイ、やぶ-れる
1624,梅 ,木 ,10,4,ume (Japanese apricot) ,バイ、うめ
1637,博 ,十 ,12,4,Dr. ,ハク、（バク）
1672,飯 ,食 ,12,4,meal ,ハン、めし
1693,飛 ,飛 ,9,4,fly ,ヒ、と-ぶ、と-ばす
1699,費 ,貝 ,12,4,expense ,ヒ、つい-やす、つい-える
1712,必 ,心 ,5,4,without fail ,ヒツ、かなら-ず
1720,票 ,示 ,11,4,ballot ,ヒョウ
1723,標 ,木 ,15,4,signpost ,ヒョウ
1736,不 ,一 ,4,4,non- ,フ、ブ
1737,夫 ,大 ,4,4,husband ,フ、（フウ）、おっと
1739,付 ,人 ,5,4,attach ,フ、つ-ける、つ-く
1742,府 ,广 ,8,4,urban prefecture ,フ
1767,副 ,刀 ,11,4,vice ,フク
1778,粉 ,米 ,10,4,flour ,フン、こ、こな
1790,兵 ,八 ,7,4,soldier ,ヘイ、ヒョウ
1805,別 ,刀 ,7,4,separate ,ベツ、わか-れる
1808,辺 ,辵 ,5,4,environs ,ヘン、あた-り、べ
1810,変 ,言 ,9,4,change ,ヘン、か-わる、か-える
1815,便 ,人 ,9,4,convenience ,ベン、ビン、たよ-り
1830,包 ,勹 ,5,4,wrap ,ホウ、つつ-む
1837,法 ,水 ,8,4,method ,ホウ、（ハッ）、（ホッ）
1865,望 ,月 ,11,4,hope ,ボウ、モウ、のぞ-む
1878,牧 ,牛 ,8,4,breed ,ボク、まき
1904,末 ,木 ,5,4,end ,マツ、バツ、すえ
1907,満 ,水 ,12,4,full ,マン、み-ちる、み-たす
1910,未 ,木 ,5,4,not yet ,ミ
1916,脈 ,肉 ,10,4,vein ,ミャク
1918,民 ,氏 ,5,4,people ,ミン、たみ
1922,無 ,火 ,12,4,nothing ,ム、ブ、な-い
1958,約 ,糸 ,9,4,promise ,ヤク
1973,勇 ,力 ,9,4,courage ,ユウ、いさ-む
1996,要 ,襾 ,9,4,need ,ヨウ、かなめ、い-る
2009,養 ,食 ,15,4,foster ,ヨウ、やしな-う
2015,浴 ,水 ,10,4,bathe ,ヨク、あ-びる、あ-びせる
2036,利 ,刀 ,7,4,profit ,リ、き-く
2044,陸 ,阜 ,11,4,land ,リク
2062,良 ,艮 ,7,4,good ,リョウ、よ-い
2063,料 ,斗 ,10,4,fee ,リョウ
2067,量 ,里 ,12,4,quantity ,リョウ、はか-る
2079,輪 ,車 ,15,4,wheel ,リン、わ
2086,類 ,頁 ,18,4,sort ,ルイ、たぐ-い
2087,令 ,人 ,5,4,orders ,レイ
2089,冷 ,冫 ,7,4,cool ,レイ、つめ-たい、ひ-える、ひ-や、ひ-やす、ひ-やかす、さ-める、さ-ます
2092,例 ,人 ,8,4,example ,レイ、たと-える
2100,歴 ,止 ,14,4,curriculum ,レキ
2106,連 ,辵 ,10,4,take along ,レン、つら-なる、つら-ねる、つ-れる
2115,老 ,老 ,6,4,old man ,ロウ、お-いる、ふ-ける
2116,労 ,力 ,7,4,labour ,ロウ
2126,録 ,金 ,16,4,record ,ロク
8,圧 ,土 ,5,5,pressure ,アツ
28,移 ,禾 ,11,5,shift ,イ、うつ-る、うつ-す
48,因 ,囗 ,6,5,cause ,イン、よ-る
68,永 ,水 ,5,5,eternity ,エイ、なが-い
73,営 ,火 ,12,5,manage ,エイ、いとな-む
77,衛 ,行 ,16,5,defense ,エイ
78,易 ,日 ,8,5,easy ,エキ、イ、やさ-しい
80,益 ,皿 ,10,5,benefit ,エキ、（ヤク）
81,液 ,水 ,11,5,fluid ,エキ
101,演 ,水 ,14,5,perform ,エン
108,応 ,心 ,7,5,respond ,オウ、こた-える
109,往 ,彳 ,8,5,outward journey ,オウ
114,桜 ,木 ,10,5,cherry tree ,オウ、さくら
128,恩 ,心 ,10,5,grace ,オン
135,可 ,口 ,5,5,possible ,カ
136,仮 ,人 ,6,5,temporary ,カ、（ケ）、かり
140,価 ,人 ,8,5,value ,カ、あたい
142,河 ,水 ,8,5,river ,カ、かわ
153,過 ,辵 ,12,5,go beyond ,カ、す-ぎる、す-ごす、あやま-つ、あやま-ち
169,賀 ,貝 ,12,5,congratulations ,ガ
176,快 ,心 ,7,5,cheerful ,カイ、こころよ-い
191,解 ,角 ,13,5,untie ,カイ、ゲ、と-く、と-かす、と-ける
214,格 ,木 ,10,5,status ,カク、（コウ）
222,確 ,石 ,15,5,certain ,カク、たし-か、たし-かめる
229,額 ,頁 ,18,5,amount ,ガク、ひたい
248,刊 ,刀 ,5,5,publish ,カン
274,幹 ,干 ,13,5,tree-trunk ,カン、みき
277,慣 ,心 ,14,5,accustomed ,カン、な-れる、な-らす
297,眼 ,目 ,11,5,eyeball ,ガン、（ゲン）、まなこ
321,基 ,土 ,11,5,foundation ,キ、もと、もとい
322,寄 ,宀 ,11,5,approach ,キ、よ-る、よ-せる
323,規 ,見 ,11,5,rule ,キ
339,技 ,手 ,7,5,skill ,ギ、わざ
343,義 ,羊 ,13,5,righteousness ,ギ
357,逆 ,辵 ,9,5,inverted ,ギャク、さか、さか-らう
360,久 ,丿 ,3,5,long time ,キュウ、（ク）、ひさ-しい
364,旧 ,臼 ,5,5,old times ,キュウ
384,居 ,尸 ,8,5,reside ,キョ、い-る
389,許 ,言 ,11,5,permit ,キョ、ゆる-す
413,境 ,土 ,14,5,boundary ,キョウ、（ケイ）、さかい
430,均 ,土 ,7,5,level ,キン
438,禁 ,示 ,13,5,prohibition ,キン
446,句 ,口 ,5,5,phrase ,ク
468,群 ,羊 ,13,5,flock ,グン、む-れる、む-れ、（むら）
483,経 ,糸 ,11,5,manage ,ケイ、キョウ、へ-る
512,潔 ,水 ,15,5,undefiled ,ケツ、いさぎよ-い
515,件 ,人 ,6,5,affair ,ケン
517,券 ,刀 ,8,5,ticket ,ケン
528,険 ,阜 ,11,5,precipitous ,ケン、けわ-しい
531,検 ,木 ,12,5,examine ,ケン
550,限 ,阜 ,9,5,limit ,ゲン、かぎ-る
552,現 ,玉 ,11,5,appear ,ゲン、あらわ-れる、あらわ-す
554,減 ,水 ,12,5,decrease ,ゲン、へ-る、へ-らす
566,故 ,攴 ,9,5,circumstances ,コ、ゆえ
568,個 ,人 ,10,5,individual ,コ
586,護 ,言 ,20,5,safeguard ,ゴ
609,効 ,力 ,8,5,effect ,コウ、き-く
614,厚 ,厂 ,9,5,thick ,コウ、あつ-い
624,耕 ,耒 ,10,5,till ,コウ、たがや-す
640,鉱 ,金 ,13,5,mineral ,コウ
641,構 ,木 ,14,5,construct ,コウ、かま-える、かま-う
645,興 ,臼 ,16,5,entertain ,コウ、キョウ、おこ-る、おこ-す
648,講 ,言 ,17,5,lecture ,コウ
676,混 ,水 ,11,5,mix ,コン、ま-じる、ま-ざる、ま-ぜる、こ-む
685,査 ,木 ,9,5,investigate ,サ
694,再 ,冂 ,6,5,again ,サイ、（サ）、ふたた-び
695,災 ,火 ,7,5,disaster ,サイ、わざわ-い
696,妻 ,女 ,8,5,wife ,サイ、つま
702,採 ,手 ,11,5,pick ,サイ、と-る
715,際 ,阜 ,14,5,occasion ,サイ、きわ
717,在 ,土 ,6,5,exist ,ザイ、あ-る
720,財 ,貝 ,10,5,wealth ,ザイ、（サイ）
721,罪 ,网 ,13,5,guilt ,ザイ、つみ
742,雑 ,隹 ,14,5,miscellaneous ,ザツ、ゾウ
754,酸 ,酉 ,14,5,acid ,サン、す-い
755,賛 ,貝 ,15,5,approve ,サン
761,支 ,支 ,4,5,branch ,シ、ささ-える
775,志 ,心 ,7,5,intention ,シ、こころざ-す、こころざし
781,枝 ,木 ,8,5,branch ,シ、えだ
788,師 ,巾 ,10,5,expert ,シ
799,資 ,貝 ,13,5,resources ,シ
800,飼 ,食 ,13,5,domesticate ,シ、か-う
806,示 ,示 ,5,5,indicate ,ジ、シ、しめ-す
812,似 ,人 ,7,5,becoming ,ジ、に-る
827,識 ,言 ,19,5,discriminating ,シキ
838,質 ,貝 ,15,5,quality ,シツ、シチ、（チ）
844,舎 ,舌 ,8,5,cottage ,シャ
852,謝 ,言 ,17,5,apologize ,シャ、あやま-る
879,授 ,手 ,11,5,instruct ,ジュ、さず-ける、さず-かる
893,修 ,人 ,10,5,discipline ,シュウ、（シュ）、おさ-める、おさ-まる
927,述 ,辵 ,8,5,mention ,ジュツ、の-べる
928,術 ,行 ,11,5,art ,ジュツ
940,準 ,水 ,13,5,standard ,ジュン
955,序 ,广 ,7,5,preface ,ジョ
968,招 ,手 ,8,5,beckon ,ショウ、まね-く
969,承 ,手 ,8,5,acquiesce ,ショウ、うけたまわ-る
995,証 ,言 ,12,5,evidence ,ショウ
1012,条 ,木 ,7,5,clause ,ジョウ
1013,状 ,犬 ,7,5,form ,ジョウ
1018,常 ,巾 ,11,5,normal ,ジョウ、つね、とこ
1019,情 ,心 ,11,5,feelings ,ジョウ、（セイ）、なさ-け
1037,織 ,糸 ,18,5,weave ,ショク、シキ、お-る
1038,職 ,耳 ,18,5,employment ,ショク
1111,制 ,刀 ,8,5,control ,セイ
1114,性 ,心 ,8,5,gender ,セイ、ショウ
1117,政 ,攴 ,9,5,politics ,セイ、（ショウ）、まつりごと
1127,勢 ,力 ,13,5,power ,セイ、いきお-い
1130,精 ,米 ,14,5,refined ,セイ、（ショウ）
1131,製 ,衣 ,14,5,manufacture ,セイ
1137,税 ,禾 ,12,5,tax ,ゼイ
1149,責 ,貝 ,11,5,blame ,セキ、せ-める
1152,績 ,糸 ,17,5,exploits ,セキ
1158,接 ,手 ,11,5,contact ,セツ、つ-ぐ
1159,設 ,言 ,11,5,establish ,セツ、もう-ける
1164,舌 ,舌 ,6,5,tongue ,ゼツ、した
1165,絶 ,糸 ,12,5,discontinue ,ゼツ、た-える、た-やす、た-つ
1188,銭 ,金 ,14,5,coin ,セン、ぜに
1206,祖 ,示 ,9,5,ancestor ,ソ
1208,素 ,糸 ,10,5,elementary ,ソ、ス
1245,総 ,糸 ,14,5,whole ,ソウ
1254,造 ,辵 ,10,5,create ,ゾウ、つく-る
1255,像 ,人 ,14,5,statue ,ゾウ
1256,増 ,土 ,14,5,increase ,ゾウ、ま-す、ふ-える、ふ-やす
1265,則 ,刀 ,9,5,rule ,ソク
1270,測 ,水 ,12,5,fathom ,ソク、はか-る
1273,属 ,尸 ,12,5,belong ,ゾク
1277,率 ,玄 ,11,5,rate ,ソツ、リツ、ひき-いる
1282,損 ,手 ,13,5,loss ,ソン、そこ-なう、そこ-ねる
1300,退 ,辵 ,9,5,retreat ,タイ、しりぞ-く、しりぞ-ける
1307,貸 ,貝 ,12,5,lend ,タイ、か-す
1310,態 ,心 ,14,5,condition ,タイ
1347,団 ,囗 ,6,5,group ,ダン、（トン）
1350,断 ,斤 ,11,5,cut off ,ダン、た-つ、ことわ-る
1370,築 ,竹 ,16,5,fabricate ,チク、きず-く
1400,張 ,弓 ,11,5,stretch ,チョウ、は-る
1454,提 ,手 ,12,5,present ,テイ、さ-げる
1455,程 ,禾 ,12,5,extent ,テイ、ほど
1464,適 ,辵 ,14,5,suitable ,テキ
1465,敵 ,攴 ,15,5,enemy ,テキ、かたき
1527,統 ,糸 ,12,5,unite ,トウ、す-べる
1544,銅 ,金 ,14,5,copper ,ドウ
1545,導 ,寸 ,15,5,guide ,ドウ、みちび-く
1552,徳 ,彳 ,14,5,benevolence ,トク
1555,独 ,犬 ,9,5,alone ,ドク、ひと-り
1587,任 ,人 ,6,5,responsibility ,ニン、まか-せる、まか-す
1597,燃 ,火 ,16,5,burn ,ネン、も-える、も-やす、も-す
1600,能 ,肉 ,10,5,ability ,ノウ
1607,破 ,石 ,10,5,rend ,ハ、やぶ-る、やぶ-れる
1658,犯 ,犬 ,5,5,crime ,ハン、おか-す
1662,判 ,刀 ,7,5,judge ,ハン、バン
1666,版 ,片 ,8,5,printing block ,ハン
1683,比 ,比 ,4,5,compare ,ヒ、くら-べる
1690,肥 ,肉 ,8,5,fertilizer ,ヒ、こ-える、こえ、こ-やす、こ-やし
1691,非 ,非 ,8,5,negative ,ヒ
1706,備 ,人 ,12,5,provide ,ビ、そな-える、そな-わる
1719,俵 ,人 ,10,5,bag ,ヒョウ、たわら
1721,評 ,言 ,12,5,evaluate ,ヒョウ
1731,貧 ,貝 ,11,5,poor ,ヒン、ビン、まず-しい
1740,布 ,巾 ,5,5,linen ,フ、ぬの
1750,婦 ,女 ,11,5,lady ,フ
1752,富 ,宀 ,12,5,rich ,フ、（フウ）、と-む、とみ
1760,武 ,止 ,8,5,military ,ブ、ム
1769,復 ,彳 ,12,5,again ,フク
1772,複 ,衣 ,14,5,duplicate ,フク
1776,仏 ,人 ,4,5,Buddha ,ブツ、ほとけ
1813,編 ,糸 ,15,5,compile ,ヘン、あ-む
1814,弁 ,廾 ,5,5,valve ,ベン
1818,保 ,人 ,9,5,preserve ,ホ、たも-つ
1825,墓 ,土 ,13,5,grave ,ボ、はか
1846,報 ,土 ,12,5,report ,ホウ、むく-いる
1848,豊 ,豆 ,13,5,bountiful ,ホウ、ゆた-か
1858,防 ,阜 ,7,5,prevent ,ボウ、ふせ-ぐ
1869,貿 ,貝 ,12,5,trade ,ボウ
1871,暴 ,日 ,15,5,outburst ,ボウ、（バク）、あば-く、あば-れる
1921,務 ,力 ,11,5,duty ,ム、つと-める、つと-まる
1923,夢 ,夕 ,13,5,dream ,ム、ゆめ
1929,迷 ,辵 ,9,5,astray ,メイ、まよ-う
1937,綿 ,糸 ,14,5,cotton ,メン、わた
1968,輸 ,車 ,16,5,transport ,ユ
1988,余 ,食 ,7,5,leave over ,ヨ、あま-る、あま-す
1990,預 ,頁 ,13,5,deposit ,ヨ、あず-ける、あず-かる
1997,容 ,宀 ,10,5,contain ,ヨウ
2048,略 ,田 ,11,5,abbreviation ,リャク
2051,留 ,田 ,10,5,detain ,リュウ、（ル）、と-める、と-まる
2069,領 ,頁 ,14,5,territory ,リョウ
27,異 ,田 ,11,6,uncommon ,イ、こと
37,遺 ,辵 ,15,6,bequeath ,イ、（ユイ）
39,域 ,土 ,11,6,range ,イキ
59,宇 ,宀 ,6,6,eaves ,ウ
71,映 ,日 ,9,6,reflect ,エイ、うつ-る、うつ-す、は-える
88,延 ,廴 ,8,6,prolong ,エン、の-びる、の-べる、の-ばす
89,沿 ,水 ,8,6,run alongside ,エン、そ-う
166,我 ,戈 ,7,6,ego ,ガ、われ、わ
174,灰 ,火 ,6,6,ashes ,カイ、はい
212,拡 ,手 ,8,6,broaden ,カク
213,革 ,革 ,9,6,leather ,カク、かわ
221,閣 ,門 ,14,6,tall ,カク
237,割 ,刀 ,12,6,divide ,カツ、わ-る、わり、わ-れる、さ-く
243,株 ,木 ,10,6,stocks ,かぶ
247,干 ,干 ,3,6,dry ,カン、ほ-す、ひ-る
256,巻 ,卩 ,9,6,scroll ,カン、ま-く、まき
257,看 ,目 ,9,6,watch over ,カン
287,簡 ,竹 ,18,6,simplicity ,カン
303,危 ,卩 ,6,6,dangerous ,キ、あぶ-ない、あや-うい、あや-ぶむ
304,机 ,木 ,6,6,desk ,キ、つくえ
327,揮 ,手 ,12,6,brandish ,キ
330,貴 ,貝 ,12,6,precious ,キ、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ
344,疑 ,疋 ,14,6,doubt ,ギ、うたが-う
366,吸 ,口 ,6,6,suck ,キュウ、す-う
400,供 ,人 ,8,6,offer ,キョウ、（ク）、そな-える、とも
408,胸 ,肉 ,10,6,bosom ,キョウ、むね、（むな）
412,郷 ,邑 ,11,6,home town ,キョウ、ゴウ
434,勤 ,力 ,12,6,diligence ,キン、（ゴン）、つと-める、つと-まる
436,筋 ,竹 ,12,6,muscle ,キン、すじ
472,系 ,糸 ,7,6,lineage ,ケイ
485,敬 ,攴 ,12,6,respect ,ケイ、うやま-う
496,警 ,言 ,19,6,guard against ,ケイ
502,劇 ,刀 ,15,6,drama ,ゲキ
504,激 ,水 ,16,6,violent ,ゲキ、はげ-しい
507,穴 ,穴 ,5,6,hole ,ケツ、あな
534,絹 ,糸 ,13,6,silk ,ケン、きぬ
536,権 ,木 ,15,6,rights ,ケン、（ゴン）
537,憲 ,心 ,16,6,constitution ,ケン
555,源 ,水 ,13,6,origin ,ゲン、みなもと
556,厳 ,口 ,17,6,strict ,ゲン、（ゴン）、おごそ-か、きび-しい
557,己 ,己 ,3,6,self ,コ、キ、おのれ
560,呼 ,口 ,8,6,call ,コ、よ-ぶ
585,誤 ,言 ,14,6,mistake ,ゴ、あやま-る
599,后 ,口 ,6,6,empress ,コウ
605,孝 ,子 ,7,6,filial piety ,コウ
617,皇 ,白 ,9,6,emperor ,コウ、オウ
618,紅 ,糸 ,9,6,deep red ,コウ、（ク）、べに、くれない
627,降 ,阜 ,10,6,descend ,コウ、お-りる、お-ろす、ふ-る
647,鋼 ,金 ,16,6,steel ,コウ、はがね
660,刻 ,刀 ,8,6,engrave ,コク、きざ-む
663,穀 ,禾 ,14,6,cereals ,コク
666,骨 ,骨 ,10,6,bone ,コツ、ほね
671,困 ,囗 ,7,6,become distressed ,コン、こま-る
686,砂 ,石 ,9,6,sand ,サ、シャ、すな
691,座 ,广 ,10,6,sit ,ザ、すわ-る
703,済 ,水 ,11,6,settle ,サイ、す-む、す-ます
709,裁 ,衣 ,12,6,judge ,サイ、た-つ、さば-く
728,策 ,竹 ,12,6,scheme ,サク
733,冊 ,冂 ,5,6,counter for books ,サツ、サク
748,蚕 ,虫 ,10,6,silkworm ,サン、かいこ
773,至 ,至 ,6,6,climax ,シ、いた-る
776,私 ,禾 ,7,6,me ,シ、わたくし、わたし
784,姿 ,女 ,9,6,figure ,シ、すがた
792,視 ,見 ,11,6,look at ,シ
794,詞 ,言 ,12,6,poetry ,シ
801,誌 ,言 ,14,6,document ,シ
822,磁 ,石 ,14,6,magnet ,ジ
846,射 ,寸 ,10,6,shoot ,シャ、い-る
847,捨 ,手 ,11,6,throw away ,シャ、す-てる
855,尺 ,尸 ,4,6,shaku ,シャク
860,若 ,艸 ,8,6,young ,ジャク、（ニャク）、わか-い、も-しくは
882,樹 ,木 ,16,6,trees ,ジュ
883,収 ,攴 ,4,6,take in ,シュウ、おさ-める、おさ-まる
889,宗 ,宀 ,8,6,religion ,シュウ、ソウ
899,就 ,尢 ,12,6,concerning ,シュウ、（ジュ）、つ-く、つ-ける
900,衆 ,血 ,12,6,masses ,シュウ、（シュ）
913,従 ,彳 ,10,6,obey ,ジュウ、（ショウ）、（ジュ）、したが-う、したが-える
917,縦 ,糸 ,16,6,vertical ,ジュウ、たて
923,縮 ,糸 ,17,6,shrink ,シュク、ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らす
925,熟 ,火 ,15,6,ripen ,ジュク、う-れる
937,純 ,糸 ,10,6,genuine ,ジュン
943,処 ,虍 ,5,6,dispose ,ショ
949,署 ,网 ,13,6,government office ,ショ
